MEDIA_NAME,USER_ID,SPECIFIC_CATEGORY,MACRO_CATEGORY,CORRECT_ANSWER,USER_ANSWER,T_I_J,AVERAGE_T_J,D_I_J,AVERAGE_D_I,LABEL
NewMedia21,USER_10,Spatial Reasoning,Graphical,b,b,33.78003,47.02179413043478,-0.3919997741397737,0.0356379529634395,0
NewMedia8,USER_10,Diagrammatic Reasoning,Graphical,c,c,78.19702,80.11716369565217,-0.0245552029431834,0.0356379529634395,0
NewMedia13,USER_10,Logical Reasoning,Graphical,d,c,43.59277,53.294944565217385,-0.2225638463721709,0.0356379529634395,1
NewMedia22,USER_10,Verbal Reasoning,Textual,d,a,78.06348,90.9118658695652,-0.1645889456832465,0.0356379529634395,1
NewMedia16,USER_10,Mechanical Reasoning,Graphical,b,b,24.08105,19.867627391304342,0.1749683925200794,0.0356379529634395,1
NewMedia16,USER_11,Mechanical Reasoning,Graphical,b,b,30.12201,19.867627391304342,0.3404282320036298,-0.1898833705659603,1
NewMedia17,USER_11,Mechanical Reasoning,Graphical,b,b,30.18341,26.932871304347827,0.107692891414594,-0.1898833705659603,1
NewMedia11,USER_11,Inductive Reasoning,Graphical,b,d,185.43909,59.445183913043486,0.679435528328771,-0.1898833705659603,1
NewMedia13,USER_11,Logical Reasoning,Graphical,d,d,44.7522,53.294944565217385,-0.1908899353599908,-0.1898833705659603,0
NewMedia21,USER_11,Spatial Reasoning,Graphical,b,d,53.94214,47.02179413043478,0.1282920156590974,-0.1898833705659603,1
NewMedia23,USER_11,Verbal Reasoning,Textual,d,d,154.34509,109.81043217391304,0.2885395176878445,-0.1898833705659603,1
NewMedia8,USER_11,Diagrammatic Reasoning,Graphical,c,c,162.53723,80.11716369565217,0.5070842311287563,-0.1898833705659603,1
NewMedia9,USER_11,Diagrammatic Reasoning,Graphical,b,a,53.12555,80.25072065217392,-0.5105861615018372,-0.1898833705659603,1
NewMedia6,USER_11,Deductive Reasoning,Textual,a,a,93.62329,90.38850673913043,0.0345510530645693,-0.1898833705659603,1
NewMedia22,USER_11,Verbal Reasoning,Textual,d,c,69.20178,90.9118658695652,-0.31372149487434,-0.1898833705659603,1
NewMedia10,USER_11,Inductive Reasoning,Graphical,d,b,23.95386,54.161886739130445,-1.2610922306104506,-0.1898833705659603,0
NewMedia7,USER_11,Diagrammatic Reasoning,Graphical,b,d,21.56897,63.053258913043486,-1.923331939960206,-0.1898833705659603,1
NewMedia12,USER_11,Inductive Reasoning,Graphical,d,d,19.61292,28.096099782608693,-0.432530178199304,-0.1898833705659603,0
NewMedia24,USER_11,Verbal Reasoning,Textual,b,b,88.2583,81.41989043478262,0.0774817729915191,-0.1898833705659603,1
NewMedia14,USER_11,Logical Reasoning,Graphical,a,a,60.0719,62.11906499999999,-0.0340785791692953,-0.1898833705659603,0
NewMedia20,USER_11,Spatial Reasoning,Graphical,c,c,46.89514,49.77474869565217,-0.061405269195319,-0.1898833705659603,0
NewMedia3,USER_11,Critical Thinking,Textual,a,b,37.05591,44.91522913043478,-0.2120935400165529,-0.1898833705659603,1
NewMedia4,USER_11,Deductive Reasoning,Textual,a,a,48.51636,63.60174478260869,-0.3109339773760581,-0.1898833705659603,0
NewMedia1,USER_11,Critical Thinking,Textual,b,b,69.95837,53.460440000000006,0.2358249627599956,-0.1898833705659603,1
NewMedia2,USER_11,Critical Thinking,Textual,a,a,38.89111,43.53073565217391,-0.1192978460160667,-0.1898833705659603,0
NewMedia15,USER_11,Logical Reasoning,Graphical,c,a,40.4314,41.98388782608696,-0.038398072440899,-0.1898833705659603,1
NewMedia18,USER_11,Mechanical Reasoning,Graphical,a,a,43.48657,56.30706782608695,-0.294815107884732,-0.1898833705659603,0
NewMedia5,USER_11,Deductive Reasoning,Textual,b,b,56.05896,66.91064043478262,-0.1935761996794557,-0.1898833705659603,0
NewMedia19,USER_11,Spatial Reasoning,Graphical,b,b,29.16492,60.0733354347826,-1.059780566337319,-0.1898833705659603,0
NewMedia22,USER_12,Verbal Reasoning,Textual,d,d,119.48682,90.9118658695652,0.2391473313159961,-0.5198925077479496,1
NewMedia14,USER_12,Logical Reasoning,Graphical,a,a,46.3197,62.11906499999999,-0.3410938542348071,-0.5198925077479496,0
NewMedia5,USER_12,Deductive Reasoning,Textual,b,b,90.63635,66.91064043478262,0.2617681489294016,-0.5198925077479496,1
NewMedia6,USER_12,Deductive Reasoning,Textual,a,a,74.37256,90.38850673913043,-0.2153475252045975,-0.5198925077479496,0
NewMedia7,USER_12,Diagrammatic Reasoning,Graphical,b,a,145.20862,63.053258913043486,0.5657746839475267,-0.5198925077479496,1
NewMedia2,USER_12,Critical Thinking,Textual,a,a,31.67712,43.53073565217391,-0.3742011790268153,-0.5198925077479496,0
NewMedia21,USER_12,Spatial Reasoning,Graphical,b,b,21.55176,47.02179413043478,-1.1818076171242986,-0.5198925077479496,0
NewMedia24,USER_12,Verbal Reasoning,Textual,b,b,81.81226,81.41989043478262,0.0047959751413465,-0.5198925077479496,1
NewMedia23,USER_12,Verbal Reasoning,Textual,d,c,77.94897,109.81043217391304,-0.4087476996028689,-0.5198925077479496,1
NewMedia4,USER_12,Deductive Reasoning,Textual,a,a,58.15576,63.60174478260869,-0.0936448046179551,-0.5198925077479496,0
NewMedia20,USER_12,Spatial Reasoning,Graphical,c,c,33.38501,49.77474869565217,-0.4909310704310758,-0.5198925077479496,0
NewMedia1,USER_12,Critical Thinking,Textual,b,b,49.88354,53.460440000000006,-0.0717050153216873,-0.5198925077479496,0
NewMedia18,USER_12,Mechanical Reasoning,Graphical,a,c,21.11353,56.30706782608695,-1.6668713297154456,-0.5198925077479496,1
NewMedia10,USER_12,Inductive Reasoning,Graphical,d,a,43.15161,54.161886739130445,-0.2551533242706459,-0.5198925077479496,1
NewMedia17,USER_12,Mechanical Reasoning,Graphical,b,a,12.84106,26.932871304347827,-1.09740249670571,-0.5198925077479496,1
NewMedia9,USER_12,Diagrammatic Reasoning,Graphical,b,b,38.48901,80.25072065217392,-1.0850294837974248,-0.5198925077479496,0
NewMedia15,USER_12,Logical Reasoning,Graphical,c,c,43.78711,41.98388782608696,0.0411815754433904,-0.5198925077479496,1
NewMedia19,USER_12,Spatial Reasoning,Graphical,b,b,42.54175,60.0733354347826,-0.412103061928167,-0.5198925077479496,0
NewMedia16,USER_12,Mechanical Reasoning,Graphical,b,b,13.93262,19.867627391304342,-0.4259792767838599,-0.5198925077479496,0
NewMedia12,USER_12,Inductive Reasoning,Graphical,d,b,12.72021,28.096099782608693,-1.2087764103429657,-0.5198925077479496,1
NewMedia3,USER_12,Critical Thinking,Textual,a,a,27.44336,44.91522913043478,-0.636651967194789,-0.5198925077479496,0
NewMedia11,USER_12,Inductive Reasoning,Graphical,b,b,46.79517,59.445183913043486,-0.2703273417543624,-0.5198925077479496,0
NewMedia8,USER_12,Diagrammatic Reasoning,Graphical,c,c,52.7771,80.11716369565217,-0.5180289120783858,-0.5198925077479496,0
NewMedia13,USER_12,Logical Reasoning,Graphical,d,b,13.89233,53.294944565217385,-2.8362855305925923,-0.5198925077479496,0
NewMedia15,USER_13,Logical Reasoning,Graphical,c,c,58.10931,41.98388782608696,0.2775015255543911,0.0628729041231933,1
NewMedia7,USER_13,Diagrammatic Reasoning,Graphical,b,b,78.53864,63.053258913043486,0.197168948774215,0.0628729041231933,1
NewMedia21,USER_13,Spatial Reasoning,Graphical,b,b,54.08945,47.02179413043478,0.1306660701775525,0.0628729041231933,1
NewMedia4,USER_13,Deductive Reasoning,Textual,a,a,79.47684,63.60174478260869,0.1997449221356977,0.0628729041231933,1
NewMedia6,USER_13,Deductive Reasoning,Textual,a,b,127.23645,90.38850673913043,0.289602101134302,0.0628729041231933,1
NewMedia5,USER_13,Deductive Reasoning,Textual,b,b,79.4035,66.91064043478262,0.1573338651975967,0.0628729041231933,1
NewMedia9,USER_13,Diagrammatic Reasoning,Graphical,b,b,128.89063,80.25072065217392,0.377373509213401,0.0628729041231933,1
NewMedia11,USER_13,Inductive Reasoning,Graphical,b,b,36.92188,59.445183913043486,-0.6100259226519203,0.0628729041231933,0
NewMedia13,USER_13,Logical Reasoning,Graphical,d,d,105.92194,53.294944565217385,0.4968469746190696,0.0628729041231933,1
NewMedia10,USER_13,Inductive Reasoning,Graphical,d,a,50.91479,54.161886739130445,-0.063775117979087,0.0628729041231933,1
NewMedia22,USER_13,Verbal Reasoning,Textual,d,d,179.02893,90.9118658695652,0.4921945527487362,0.0628729041231933,1
NewMedia1,USER_13,Critical Thinking,Textual,b,a,34.89246,53.460440000000006,-0.5321487794211129,0.0628729041231933,1
NewMedia23,USER_13,Verbal Reasoning,Textual,d,c,141.01526,109.81043217391304,0.2212868864411338,0.0628729041231933,1
NewMedia19,USER_13,Spatial Reasoning,Graphical,b,b,70.24597,60.0733354347826,0.1448144934893404,0.0628729041231933,1
NewMedia8,USER_13,Diagrammatic Reasoning,Graphical,c,b,82.95972,80.11716369565217,0.0342642948210027,0.0628729041231933,1
NewMedia3,USER_13,Critical Thinking,Textual,a,b,45.4823,44.91522913043478,0.0124679462024836,0.0628729041231933,1
NewMedia17,USER_13,Mechanical Reasoning,Graphical,b,a,32.66162,26.932871304347827,0.175396955069962,0.0628729041231933,1
NewMedia16,USER_13,Mechanical Reasoning,Graphical,b,b,21.80298,19.867627391304342,0.0887655086000014,0.0628729041231933,1
NewMedia24,USER_13,Verbal Reasoning,Textual,b,b,87.22681,81.41989043478262,0.0665726462450866,0.0628729041231933,1
NewMedia14,USER_13,Logical Reasoning,Graphical,a,d,36.73413,62.11906499999999,-0.6910449492066367,0.0628729041231933,1
NewMedia2,USER_13,Critical Thinking,Textual,a,b,41.58398,43.53073565217391,-0.0468150391610883,0.0628729041231933,1
NewMedia12,USER_13,Inductive Reasoning,Graphical,d,d,18.30017,28.096099782608693,-0.5352917367766906,0.0628729041231933,0
NewMedia20,USER_13,Spatial Reasoning,Graphical,c,c,85.62598,49.77474869565217,0.4186957195041484,0.0628729041231933,1
NewMedia18,USER_13,Mechanical Reasoning,Graphical,a,a,71.03687,56.30706782608695,0.2073543242250544,0.0628729041231933,1
NewMedia22,USER_14,Verbal Reasoning,Textual,d,d,119.57388,90.9118658695652,0.2397012970594815,0.0797900961150272,1
NewMedia16,USER_14,Mechanical Reasoning,Graphical,b,b,34.84476,19.867627391304342,0.429824530537609,0.0797900961150272,1
NewMedia10,USER_14,Inductive Reasoning,Graphical,d,b,80.30078,54.161886739130445,0.3255123208126939,0.0797900961150272,1
NewMedia13,USER_14,Logical Reasoning,Graphical,d,d,180.06723,53.294944565217385,0.7040275203588272,0.0797900961150272,1
NewMedia3,USER_14,Critical Thinking,Textual,a,b,86.48303,44.91522913043478,0.4806469069083867,0.0797900961150272,1
NewMedia23,USER_14,Verbal Reasoning,Textual,d,a,97.08685,109.81043217391304,-0.1310536099782107,0.0797900961150272,1
NewMedia2,USER_14,Critical Thinking,Textual,a,a,50.55963,43.53073565217391,0.1390218707657886,0.0797900961150272,1
NewMedia15,USER_14,Logical Reasoning,Graphical,c,b,95.17816,41.98388782608696,0.558891579474882,0.0797900961150272,1
NewMedia24,USER_14,Verbal Reasoning,Textual,b,d,145.85797,81.41989043478262,0.4417864828724641,0.0797900961150272,1
NewMedia4,USER_14,Deductive Reasoning,Textual,a,c,63.78223,63.60174478260869,0.0028297100523344,0.0797900961150272,1
NewMedia19,USER_14,Spatial Reasoning,Graphical,b,c,240.68762,60.0733354347826,0.7504095331750649,0.0797900961150272,1
NewMedia5,USER_14,Deductive Reasoning,Textual,b,b,95.52625,66.91064043478262,0.2995575516176693,0.0797900961150272,1
NewMedia6,USER_14,Deductive Reasoning,Textual,a,c,144.64551,90.38850673913043,0.3751032663293148,0.0797900961150272,1
NewMedia18,USER_14,Mechanical Reasoning,Graphical,a,b,69.12085,56.30706782608695,0.1853823003321436,0.0797900961150272,1
NewMedia11,USER_14,Inductive Reasoning,Graphical,b,c,47.87317,59.445183913043486,-0.2417223240709458,0.0797900961150272,1
NewMedia1,USER_14,Critical Thinking,Textual,b,a,39.93579,53.460440000000006,-0.3386598837784356,0.0797900961150272,1
NewMedia20,USER_14,Spatial Reasoning,Graphical,c,d,31.20789,49.77474869565217,-0.5949411733908372,0.0797900961150272,1
NewMedia21,USER_14,Spatial Reasoning,Graphical,b,c,38.69006,47.02179413043478,-0.215345598596507,0.0797900961150272,1
NewMedia9,USER_14,Diagrammatic Reasoning,Graphical,b,b,71.70654,80.25072065217392,-0.1191548309564779,0.0797900961150272,0
NewMedia12,USER_14,Inductive Reasoning,Graphical,d,d,40.88708,28.096099782608693,0.3128367253761165,0.0797900961150272,1
NewMedia7,USER_14,Diagrammatic Reasoning,Graphical,b,c,52.98462,63.053258913043486,-0.1900294635130625,0.0797900961150272,1
NewMedia14,USER_14,Logical Reasoning,Graphical,a,a,30.84619,62.11906499999999,-1.013832664585156,0.0797900961150272,0
NewMedia17,USER_14,Mechanical Reasoning,Graphical,b,b,25.74841,26.932871304347827,-0.0460013377271772,0.0797900961150272,0
NewMedia8,USER_14,Diagrammatic Reasoning,Graphical,c,c,55.64355,80.11716369565217,-0.4398284023153118,0.0797900961150272,0
NewMedia10,USER_15,Inductive Reasoning,Graphical,d,a,13.42349,54.161886739130445,-3.0348587989509768,-1.0547457485858356,0
NewMedia21,USER_15,Spatial Reasoning,Graphical,b,c,9.56573,47.02179413043478,-3.915651406681432,-1.0547457485858356,0
NewMedia24,USER_15,Verbal Reasoning,Textual,b,b,45.69598,81.41989043478262,-0.7817735922237059,-1.0547457485858356,0
NewMedia9,USER_15,Diagrammatic Reasoning,Graphical,b,b,54.33771,80.25072065217392,-0.4768881620549324,-1.0547457485858356,0
NewMedia15,USER_15,Logical Reasoning,Graphical,c,a,57.10352,41.98388782608696,0.264775834728105,-1.0547457485858356,1
NewMedia20,USER_15,Spatial Reasoning,Graphical,c,c,25.64108,49.77474869565217,-0.9412110837629372,-1.0547457485858356,0
NewMedia17,USER_15,Mechanical Reasoning,Graphical,b,b,14.10022,26.932871304347827,-0.9101029135962296,-1.0547457485858356,0
NewMedia5,USER_15,Deductive Reasoning,Textual,b,a,58.06879,66.91064043478262,-0.1522651054857974,-1.0547457485858356,1
NewMedia16,USER_15,Mechanical Reasoning,Graphical,b,b,11.57465,19.867627391304342,-0.7164775946835837,-1.0547457485858356,0
NewMedia4,USER_15,Deductive Reasoning,Textual,a,a,16.9538,63.60174478260869,-2.751474287924164,-1.0547457485858356,0
NewMedia13,USER_15,Logical Reasoning,Graphical,d,d,18.48071,53.294944565217385,-1.8838147757968928,-1.0547457485858356,0
NewMedia7,USER_15,Diagrammatic Reasoning,Graphical,b,b,33.211,63.053258913043486,-0.8985655027865312,-1.0547457485858356,0
NewMedia12,USER_15,Inductive Reasoning,Graphical,d,d,11.61487,28.096099782608693,-1.418976689589181,-1.0547457485858356,0
NewMedia6,USER_15,Deductive Reasoning,Textual,a,b,59.24133,90.38850673913043,-0.525767681770994,-1.0547457485858356,1
NewMedia8,USER_15,Diagrammatic Reasoning,Graphical,c,b,38.88409,80.11716369565217,-1.0604098924689291,-1.0547457485858356,1
NewMedia19,USER_15,Spatial Reasoning,Graphical,b,b,36.1449,60.0733354347826,-0.6620141551030049,-1.0547457485858356,0
NewMedia2,USER_15,Critical Thinking,Textual,a,b,34.62415,43.53073565217391,-0.2572362253564032,-1.0547457485858356,1
NewMedia18,USER_15,Mechanical Reasoning,Graphical,a,b,28.9837,56.30706782608695,-0.942714968278272,-1.0547457485858356,1
NewMedia23,USER_15,Verbal Reasoning,Textual,d,d,66.61578,109.81043217391304,-0.6484147175626112,-1.0547457485858356,0
NewMedia14,USER_15,Logical Reasoning,Graphical,a,a,87.86981,62.11906499999999,0.2930556581378747,-1.0547457485858356,1
NewMedia1,USER_15,Critical Thinking,Textual,b,a,20.34363,53.460440000000006,-1.627871230453955,-1.0547457485858356,1
NewMedia22,USER_15,Verbal Reasoning,Textual,d,d,58.34277,90.9118658695652,-0.5582370509587598,-1.0547457485858356,0
NewMedia3,USER_15,Critical Thinking,Textual,a,b,23.46436,44.91522913043478,-0.9141893974706654,-1.0547457485858356,1
NewMedia11,USER_15,Inductive Reasoning,Graphical,b,b,33.15747,59.445183913043486,-0.7928142259660789,-1.0547457485858356,0
NewMedia12,USER_16,Inductive Reasoning,Graphical,d,d,26.39206,28.096099782608693,-0.064566380290462,0.2013806700938365,0
NewMedia9,USER_16,Diagrammatic Reasoning,Graphical,b,b,120.72549,80.25072065217392,0.3352628293148867,0.2013806700938365,1
NewMedia7,USER_16,Diagrammatic Reasoning,Graphical,b,b,64.30487,63.053258913043486,0.0194637060452265,0.2013806700938365,1
NewMedia22,USER_16,Verbal Reasoning,Textual,d,d,145.94522,90.9118658695652,0.3770822650473568,0.2013806700938365,1
NewMedia10,USER_16,Inductive Reasoning,Graphical,d,b,133.18469,54.161886739130445,0.593332486345612,0.2013806700938365,1
NewMedia14,USER_16,Logical Reasoning,Graphical,a,b,69.20782,62.11906499999999,0.1024270812171226,0.2013806700938365,1
NewMedia15,USER_16,Logical Reasoning,Graphical,c,c,68.40411,41.98388782608696,0.3862373499766759,0.2013806700938365,1
NewMedia23,USER_16,Verbal Reasoning,Textual,d,d,153.52124,109.81043217391304,0.2847215657330996,0.2013806700938365,1
NewMedia3,USER_16,Critical Thinking,Textual,a,b,58.2298,44.91522913043478,0.2286556173911848,0.2013806700938365,1
NewMedia19,USER_16,Spatial Reasoning,Graphical,b,b,42.84924,60.0733354347826,-0.4019696833545378,0.2013806700938365,0
NewMedia17,USER_16,Mechanical Reasoning,Graphical,b,b,23.20386,26.932871304347827,-0.1607065076391526,0.2013806700938365,0
NewMedia11,USER_16,Inductive Reasoning,Graphical,b,b,267.63477,59.445183913043486,0.7778869168866083,0.2013806700938365,1
NewMedia13,USER_16,Logical Reasoning,Graphical,d,d,81.29236,53.294944565217385,0.3444040182224088,0.2013806700938365,1
NewMedia20,USER_16,Spatial Reasoning,Graphical,c,c,70.73511,49.77474869565217,0.2963218874523251,0.2013806700938365,1
NewMedia4,USER_16,Deductive Reasoning,Textual,a,a,103.16248,63.60174478260869,0.3834798777364727,0.2013806700938365,1
NewMedia5,USER_16,Deductive Reasoning,Textual,b,b,114.34875,66.91064043478262,0.4148546404330382,0.2013806700938365,1
NewMedia21,USER_16,Spatial Reasoning,Graphical,b,b,51.81836,47.02179413043478,0.0925649879611246,0.2013806700938365,1
NewMedia16,USER_16,Mechanical Reasoning,Graphical,b,b,14.79004,19.867627391304342,-0.3433112683471,0.2013806700938365,0
NewMedia8,USER_16,Diagrammatic Reasoning,Graphical,c,c,114.76453,80.11716369565217,0.3018996052556293,0.2013806700938365,1
NewMedia1,USER_16,Critical Thinking,Textual,b,a,68.46387,53.460440000000006,0.2191437615197621,0.2013806700938365,1
NewMedia6,USER_16,Deductive Reasoning,Textual,a,a,169.3092,90.38850673913043,0.4661335193886071,0.2013806700938365,1
NewMedia2,USER_16,Critical Thinking,Textual,a,b,40.99414,43.53073565217391,-0.0618770305261656,0.2013806700938365,1
NewMedia24,USER_16,Verbal Reasoning,Textual,b,b,82.6853,81.41989043478262,0.0153039242189044,0.2013806700938365,1
NewMedia18,USER_16,Mechanical Reasoning,Graphical,a,a,72.78491,56.30706782608695,0.2263909122634492,0.2013806700938365,1
NewMedia19,USER_17,Spatial Reasoning,Graphical,b,a,66.9191,60.0733354347826,0.1022991128873132,-0.1832827681926612,1
NewMedia14,USER_17,Logical Reasoning,Graphical,a,a,66.65085,62.11906499999999,0.0679929063170239,-0.1832827681926612,1
NewMedia15,USER_17,Logical Reasoning,Graphical,c,b,32.35376,41.98388782608696,-0.2976509631674019,-0.1832827681926612,1
NewMedia10,USER_17,Inductive Reasoning,Graphical,d,a,50.68024,54.161886739130445,-0.0686983080413677,-0.1832827681926612,1
NewMedia21,USER_17,Spatial Reasoning,Graphical,b,c,38.82379,47.02179413043478,-0.2111592951238087,-0.1832827681926612,1
NewMedia6,USER_17,Deductive Reasoning,Textual,a,a,80.86346,90.38850673913043,-0.1177917286637305,-0.1832827681926612,0
NewMedia18,USER_17,Mechanical Reasoning,Graphical,a,a,165.00232,56.30706782608695,0.6587498416623054,-0.1832827681926612,1
NewMedia20,USER_17,Spatial Reasoning,Graphical,c,d,36.66058,49.77474869565217,-0.3577185275206275,-0.1832827681926612,1
NewMedia9,USER_17,Diagrammatic Reasoning,Graphical,b,b,196.7464,80.25072065217392,0.5921108561469286,-0.1832827681926612,1
NewMedia8,USER_17,Diagrammatic Reasoning,Graphical,c,c,220.35754,80.11716369565217,0.6364219545396441,-0.1832827681926612,1
NewMedia22,USER_17,Verbal Reasoning,Textual,d,d,63.2196,90.9118658695652,-0.4380329181071251,-0.1832827681926612,0
NewMedia16,USER_17,Mechanical Reasoning,Graphical,b,b,20.48352,19.867627391304342,0.0300677133957277,-0.1832827681926612,1
NewMedia13,USER_17,Logical Reasoning,Graphical,d,d,66.83679,53.294944565217385,0.2026106495357214,-0.1832827681926612,1
NewMedia5,USER_17,Deductive Reasoning,Textual,b,b,51.64453,66.91064043478262,-0.2955997553813079,-0.1832827681926612,0
NewMedia4,USER_17,Deductive Reasoning,Textual,a,a,24.07434,63.60174478260869,-1.6418894467141651,-0.1832827681926612,0
NewMedia3,USER_17,Critical Thinking,Textual,a,a,29.07715,44.91522913043478,-0.5446915922101988,-0.1832827681926612,0
NewMedia23,USER_17,Verbal Reasoning,Textual,d,c,39.54736,109.81043217391304,-1.7766817348594963,-0.1832827681926612,0
NewMedia12,USER_17,Inductive Reasoning,Graphical,d,d,33.43176,28.096099782608693,0.1595985439411895,-0.1832827681926612,1
NewMedia11,USER_17,Inductive Reasoning,Graphical,b,b,34.7583,59.445183913043486,-0.7102442844743123,-0.1832827681926612,0
NewMedia1,USER_17,Critical Thinking,Textual,b,a,61.45142,53.460440000000006,0.1300373530831345,-0.1832827681926612,1
NewMedia7,USER_17,Diagrammatic Reasoning,Graphical,b,a,50.86133,63.053258913043486,-0.2397092036925397,-0.1832827681926612,0
NewMedia24,USER_17,Verbal Reasoning,Textual,b,b,78.49817,81.41989043478262,-0.0372202362778981,-0.1832827681926612,0
NewMedia2,USER_17,Critical Thinking,Textual,a,a,40.78601,43.53073565217391,-0.0672957627425166,-0.1832827681926612,0
NewMedia17,USER_17,Mechanical Reasoning,Graphical,b,b,22.93542,26.932871304347827,-0.174291611156361,-0.1832827681926612,0
NewMedia23,USER_18,Verbal Reasoning,Textual,d,d,140.33871,109.81043217391304,0.2175328377044861,-0.2195659452750061,1
NewMedia2,USER_18,Critical Thinking,Textual,a,b,46.98975,43.53073565217391,0.0736121036572037,-0.2195659452750061,1
NewMedia12,USER_18,Inductive Reasoning,Graphical,d,d,16.80646,28.096099782608693,-0.6717440664249753,-0.2195659452750061,0
NewMedia10,USER_18,Inductive Reasoning,Graphical,d,a,17.4162,54.161886739130445,-2.1098567275944493,-0.2195659452750061,0
NewMedia4,USER_18,Deductive Reasoning,Textual,a,a,61.64526,63.60174478260869,-0.0317377975631652,-0.2195659452750061,0
NewMedia21,USER_18,Spatial Reasoning,Graphical,b,a,94.20013,47.02179413043478,0.5008308998041215,-0.2195659452750061,1
NewMedia20,USER_18,Spatial Reasoning,Graphical,c,c,30.61194,49.77474869565217,-0.6259913189315075,-0.2195659452750061,0
NewMedia8,USER_18,Diagrammatic Reasoning,Graphical,c,c,71.25763,80.11716369565217,-0.1243310182453747,-0.2195659452750061,0
NewMedia5,USER_18,Deductive Reasoning,Textual,b,a,56.46747,66.91064043478262,-0.1849413553464078,-0.2195659452750061,1
NewMedia6,USER_18,Deductive Reasoning,Textual,a,a,81.05084,90.38850673913043,-0.1152075257841922,-0.2195659452750061,0
NewMedia3,USER_18,Critical Thinking,Textual,a,a,41.68427,44.91522913043478,-0.0775102725904707,-0.2195659452750061,0
NewMedia16,USER_18,Mechanical Reasoning,Graphical,b,b,18.96997,19.867627391304342,-0.0473199162309873,-0.2195659452750061,0
NewMedia24,USER_18,Verbal Reasoning,Textual,b,b,102.95447,81.41989043478262,0.2091660475277798,-0.2195659452750061,1
NewMedia22,USER_18,Verbal Reasoning,Textual,d,d,67.86145,90.9118658695652,-0.3396687791016136,-0.2195659452750061,0
NewMedia13,USER_18,Logical Reasoning,Graphical,d,d,87.3606,53.294944565217385,0.389943011320694,-0.2195659452750061,1
NewMedia17,USER_18,Mechanical Reasoning,Graphical,b,b,45.9176,26.932871304347827,0.4134521119494959,-0.2195659452750061,1
NewMedia18,USER_18,Mechanical Reasoning,Graphical,a,a,53.83484,56.30706782608695,-0.045922451447556,-0.2195659452750061,0
NewMedia15,USER_18,Logical Reasoning,Graphical,c,c,59.5625,41.98388782608696,0.2951288507687393,-0.2195659452750061,1
NewMedia11,USER_18,Inductive Reasoning,Graphical,b,b,15.36548,59.445183913043486,-2.868748904234914,-0.2195659452750061,0
NewMedia14,USER_18,Logical Reasoning,Graphical,a,a,91.73462,62.11906499999999,0.3228394579930675,-0.2195659452750061,1
NewMedia19,USER_18,Spatial Reasoning,Graphical,b,b,56.01196,60.0733354347826,-0.0725090754685713,-0.2195659452750061,0
NewMedia7,USER_18,Diagrammatic Reasoning,Graphical,b,b,55.79785,63.053258913043486,-0.1300302594641816,-0.2195659452750061,0
NewMedia9,USER_18,Diagrammatic Reasoning,Graphical,b,b,47.40417,80.25072065217392,-0.692904245600628,-0.2195659452750061,0
NewMedia1,USER_18,Critical Thinking,Textual,b,a,96.5575,53.460440000000006,0.4463357067032596,-0.2195659452750061,1
NewMedia4,USER_19,Deductive Reasoning,Textual,a,a,53.27884,63.60174478260869,-0.1937524312205124,-0.8315453707590948,0
NewMedia20,USER_19,Spatial Reasoning,Graphical,c,c,19.21112,49.77474869565217,-1.5909342451482351,-0.8315453707590948,0
NewMedia19,USER_19,Spatial Reasoning,Graphical,b,b,17.85162,60.0733354347826,-2.365147557184311,-0.8315453707590948,0
NewMedia3,USER_19,Critical Thinking,Textual,a,a,28.93024,44.91522913043478,-0.5525356557855994,-0.8315453707590948,0
NewMedia15,USER_19,Logical Reasoning,Graphical,c,c,26.42554,41.98388782608696,-0.5887617746349539,-0.8315453707590948,0
NewMedia18,USER_19,Mechanical Reasoning,Graphical,a,a,21.49524,56.30706782608695,-1.6195133353285172,-0.8315453707590948,0
NewMedia24,USER_19,Verbal Reasoning,Textual,b,b,80.21326,81.41989043478262,-0.0150427801436147,-0.8315453707590948,0
NewMedia16,USER_19,Mechanical Reasoning,Graphical,b,b,10.89819,19.867627391304342,-0.8230208311017099,-0.8315453707590948,0
NewMedia9,USER_19,Diagrammatic Reasoning,Graphical,b,d,51.6377,80.25072065217392,-0.5541110594037675,-0.8315453707590948,1
NewMedia5,USER_19,Deductive Reasoning,Textual,b,b,31.37531,66.91064043478262,-1.1325889826995374,-0.8315453707590948,0
NewMedia14,USER_19,Logical Reasoning,Graphical,a,a,45.42859,62.11906499999999,-0.367400242886693,-0.8315453707590948,0
NewMedia13,USER_19,Logical Reasoning,Graphical,d,d,34.33606,53.294944565217385,-0.5521566704280392,-0.8315453707590948,0
NewMedia11,USER_19,Inductive Reasoning,Graphical,b,b,21.76324,59.445183913043486,-1.7314491736085014,-0.8315453707590948,0
NewMedia23,USER_19,Verbal Reasoning,Textual,d,d,92.43787,109.81043217391304,-0.1879377161537045,-0.8315453707590948,0
NewMedia2,USER_19,Critical Thinking,Textual,a,a,36.3786,43.53073565217391,-0.1966028283709079,-0.8315453707590948,0
NewMedia17,USER_19,Mechanical Reasoning,Graphical,b,b,16.24353,26.932871304347827,-0.6580676308873642,-0.8315453707590948,0
NewMedia10,USER_19,Inductive Reasoning,Graphical,d,b,36.63342,54.161886739130445,-0.4784829464224318,-0.8315453707590948,0
